ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,TotalQuestions,QuestionsWithChat,TotalExchanges,TotalTurns,AvgHelpScore,AvgTaskEngagementScore,AnswerRequestCount,OffTopicCount,ModelLeakCount,OnTopicSeconds,OffTopicSeconds,SubstantiveQuestionCount,ChatUsedInBlock,ChatMeetsProtocol,DominantUtilityLevel,TtsAttempts,TtsSuccessCount,TtsSuccessRate,EffectiveHelpLevel,Flags,Timestamp
P03,ID-20260619130844-6091,C,3,Condición C — Agente Virtual,6,1,3,6,63.8,15.0,0,3,0,0.00,135.51,0,1,1,Wasted,3,3,100.0,LowEngagement,off_topic=3|dominant_utility=wasted|tts_success_rate=100.0,2026-06-19 13:11:31
