ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,TotalQuestions,QuestionsWithChat,TotalExchanges,TotalTurns,AvgHelpScore,AvgTaskEngagementScore,AnswerRequestCount,OffTopicCount,ModelLeakCount,OnTopicSeconds,OffTopicSeconds,SubstantiveQuestionCount,ChatUsedInBlock,ChatMeetsProtocol,DominantUtilityLevel,TtsAttempts,TtsSuccessCount,TtsSuccessRate,EffectiveHelpLevel,Flags,Timestamp
P03,ID-20260620110853-1142,C,3,Condición C — Agente Virtual,6,1,1,2,67.5,15.0,0,1,0,0.00,30.00,0,1,1,Wasted,1,1,100.0,LowEngagement,off_topic=1|dominant_utility=wasted|tts_success_rate=100.0,2026-06-20 11:09:52
