ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,QuestionNumber,TotalExchanges,TotalTurns,AvgHelpScore,AvgTaskEngagementScore,AnswerRequestCount,OffTopicCount,ModelLeakCount,EffectiveHelpLevel,Flags,Timestamp
P03,ID-20260619024438-5757,C,3,Condición C — Agente Virtual,1,2,4,59.4,42.5,0,1,0,Medium,off_topic=1,2026-06-19 02:45:15
