ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,QuestionNumber,EventType,HttpStatusCode,FailureReason,StudentMessage,GeminiLatencySeconds,Timestamp
P03,ID-20260619024438-5757,C,0,Sesión,0,NO_DATA,0,[SIN DATOS] No se registraron fallos ni eventos de la API Gemini durante esta sesión.,—,0.00,2026-06-19 02:45:15
