ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,TotalQuestions,QuestionsWithChat,TotalExchanges,TotalTurns,AvgHelpScore,AvgTaskEngagementScore,AnswerRequestCount,OffTopicCount,ModelLeakCount,OnTopicSeconds,OffTopicSeconds,SubstantiveQuestionCount,ChatUsedInBlock,ChatMeetsProtocol,DominantUtilityLevel,TtsAttempts,TtsSuccessCount,TtsSuccessRate,EffectiveHelpLevel,Flags,Timestamp
P03,ID-20260619132114-6839,C,3,Condición C — Agente Virtual,6,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0,0,0,None,0,0,,None,no_chat_used|chat_protocol_not_met,2026-06-19 13:21:20
