ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,QuestionNumber,TurnIndex,Role,Message,Timestamp
P03,ID-20260620104835-4866,—,0,Sesión,0,0,system,[SIN DATOS] La sesión no incluyó escenarios con agente (condiciones B/C); el chat no está disponible.,2026-06-20 10:50:03
