ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,QuestionNumber,ExchangeIndex,TtsSuccess,FailureReason,Timestamp
P03,ID-20260620104835-4866,—,0,Sesión,0,0,,[SIN DATOS] La sesión no incluyó la condición C (agente virtual con voz); Azure TTS no aplica.,2026-06-20 10:50:03
