ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,QuestionNumber,TurnIndex,Role,Message,Timestamp
P03,ID-20260619122213-4143,—,0,Sesión,0,0,system,[SIN DATOS] La sesión no incluyó escenarios con agente (condiciones B/C); el chat no está disponible.,2026-06-19 12:23:17
