ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,TotalQuestions,QuestionsWithChat,TotalExchanges,TotalTurns,AvgHelpScore,AvgTaskEngagementScore,AnswerRequestCount,OffTopicCount,ModelLeakCount,OnTopicSeconds,OffTopicSeconds,SubstantiveQuestionCount,ChatUsedInBlock,ChatMeetsProtocol,DominantUtilityLevel,TtsAttempts,TtsSuccessCount,TtsSuccessRate,EffectiveHelpLevel,Flags,Timestamp
P03,ID-20260619132155-5085,—,0,Sesión,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0,0,0,None,0,0,,None,no_data|[SIN DATOS] La sesión no incluyó escenarios con agente (condiciones B/C); no hay resúmenes de chat.,2026-06-19 13:23:24
