ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,QuestionNumber,ExchangeIndex,TtsSuccess,FailureReason,Timestamp
P06,ID-20260620121110-7402,C,0,Sesión,0,0,,[SIN DATOS] No hubo chat ni intentos de síntesis de voz Azure en la condición C.,2026-06-20 12:12:13
