ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,QuestionNumber,ExchangeIndex,TtsSuccess,FailureReason,Timestamp
P03,ID-20260619025133-6084,C,3,Condición C — Agente Virtual,1,1,1,,2026-06-19 02:51:41
P03,ID-20260619025133-6084,C,3,Condición C — Agente Virtual,1,2,1,,2026-06-19 02:51:48
P03,ID-20260619025133-6084,C,3,Condición C — Agente Virtual,1,3,1,,2026-06-19 02:52:06
P03,ID-20260619025133-6084,C,3,Condición C — Agente Virtual,1,4,1,,2026-06-19 02:57:21
