ParticipantCode,SessionID,ConditionCode,ScenarioNumber,ScenarioName,QuestionNumber,ExchangeIndex,TtsSuccess,FailureReason,Timestamp
P03,ID-20260619132639-2276,—,0,Sesión,0,0,,[SIN DATOS] La sesión no incluyó la condición C (agente virtual con voz); Azure TTS no aplica.,2026-06-19 13:26:49
